Property Id,Property Name,"NYC Borough, Block and Lot (BBL)",NYC Building Identification Number (BIN),Address 1,City,Postal Code,ENERGY STAR Score,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Weather Normalized Site Electricity Intensity (kWh/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),National Median Source EUI (kBtu/ft²),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Electricity Use - Grid Purchase (kBtu),Electricity Use - Grid Purchase (kWh),Weather Normalized Site Electricity (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kWh)
2668380,SW - 342 East 67th St,1-01441-0031,1044745,342 East 67th Street,New York,10021,60,50,66.6,70.7,71.6,4223329.0,4482087.5,5.3,102.9,106.0,110.7,6522380.1,6719671.1,1193076.9,349670.8,337209.7,349670.8
4951007,AKAM - 263 9th Avenue,1-00723-7501,1012826,263 9th Avenue,New York,10001,18,50,65.0,66.5,51.8,6232188.5,6370166.0,9.2,122.9,124.4,97.9,11781253.6,11926130.0,2992831.8,877148.7,877148.7,877148.8
11878626,AKAM - 57 West 38th Street,1-00840-7501,1016020,57 West 38th Street,New York,10018,80,50,62.9,68.1,101.8,4171093.8,4515048.0,7.8,112.7,116.7,182.2,7467904.4,7735605.1,1818469.0,532962.7,519913.4,532962.8
15568368,AKAM - 130 Bradhurst Avenue,1-02045-7503,1087741,130 Bradhurst Avenue,New York,10039,87,50,58.3,61.1,79.7,11181833.4,11732643.9,4.3,87.7,90.1,120.0,16833647.5,17296854.8,2910127.1,852909.4,833625.5,852909.5
3111540,DEPM 2026 - 444 East 57th St,1-01368-7501,1040475,444 East 57th Street,New York,10022,66,50,70.4,76.5,78.4,6805733.9,7401888.3,3.5,95.6,101.3,106.5,9241786.2,9800197.3,1197580.3,350990.7,339677.5,350990.7
4952617,AKAM - 390 Riverside Drive,1-01894-0031,1057323,390 Riverside Drive,New York,10025,95,50,52.1,56.2,80.9,8745406.6,9429634.6,2.3,69.0,72.9,107.1,11573342.4,12232896.2,1366094.6,400379.4,390517.4,400379.4
4945652,AKAM - 140 West End Avenue,1-01158-7504,1070711,140 West End Avenue,New York,10023,74,50,55.1,57.4,65.8,37532086.2,39154767.0,5.6,97.1,99.1,116.0,66195095.5,67519370.3,13319844.8,3903822.7,3788591.1,3903823.0
4946266,AKAM - 400 East 85th Street,1-01564-0047,1050520,400 East 85th Street,New York,10028,73,50,59.0,58.7,70.1,12866797.9,12795954.7,5.0,92.2,91.3,109.4,20085281.3,19886920.1,3757224.8,1101179.5,1080416.5,1101180.0
2718514,DEPM 1494-2 - 82-68 Langdale St,4-08762-0001,4453604;4453605;4453606;4453607;4453608;4453609;4453610;4454622,82-68 Langdale Street,Queens,11040,23,50,140.3,146.2,116.8,11212154.2,11680965.4,5.4,180.3,185.9,150.1,14407440.3,14856576.7,1505530.5,441245.7,434024.9,441245.8
4407518,SW - 46-01 – 46-31 Skillman Avenue; 39-77 – 39-94 47th Street,4-00149-0001,4001430;4448557;4448558;4448559;4448562;4448560;4550186;4448561,46-01 – 46-31 Skillman Avenue; 39-77 – 39-94 47th Street,Queens,11104,10,50,119.5,128.9,86.9,8109163.8,8745260.6,6.1,162.9,171.7,118.5,11056135.8,11650066.4,1452293.6,425642.9,413254.5,425642.9
21294041,AKAM - 21 West 46 Street,1-01262-0024,1034326,21 West 46 Street,New York,10036,91,50,41.2,43.0,88.2,3087699.0,3223366.3,6.2,82.2,82.3,176.1,6164675.6,6173854.9,1670052.4,489464.3,467144.5,489464.4
20566009,317 West 87th Street,1-01249-0022,1033968,317 West 87th Street,New York,10024,48,50,86.0,90.0,85.1,3806698.9,3982425.3,4.5,115.6,118.6,114.4,5114937.5,5249650.5,708203.3,207562.5,200519.1,207562.5
21294024,AKAM - 61-15 - 61-35 98th Street,4-02093-0001,4431959;4431961;4431962,61-15 - 61-35 98th Street,Queens,11374,100,50,14.1,13.6,39.3,8218051.4,7884628.8,4.0,39.6,38.0,110.1,23010543.8,22076960.5,8218051.4,2408572.8,2310852.2,2408573.0
4940501,ZARA - 148-48 88 Avenue,4-09693-0029,4207097,148-48 88 Avenue,Jamaica,11435,59,50,83.8,87.7,89.1,6987895.7,7309933.2,4.6,115.8,119.4,123.1,9656732.6,9953387.2,1325395.5,388451.1,381503.5,388451.2
4952700,AKAM - 34-20 79th Street,4-01265-0011,4029133,34-20 79th Street,Queens,11372,74,50,66.5,72.3,78.9,5044418.5,5485263.1,2.6,86.2,91.7,102.3,6539346.8,6955134.7,710118.5,208123.8,200235.9,208123.8
6804811,155 East 182 Street,2-03163-0001,2013763,155 East 182 Street,Bronx,10453,9,50,151.8,151.5,108.5,4364258.3,4356029.8,4.2,184.8,184.0,132.1,5313347.0,5290427.7,417643.3,122404.2,120012.8,122404.2
5864825,AKAM - 240 East 35th Street,1-00915-0038,1020163,240 East 35th Street,New York,10016,72,50,93.5,100.4,109.2,8751819.0,9396988.1,4.6,126.6,133.0,147.9,11849767.7,12450518.3,1520204.5,445546.4,432704.8,445546.4
21294041,AKAM - 21 West 46 Street,1-01262-0024,1034326,21 West 46 Street,New York,10036,91,50,41.2,43.0,88.2,3087699.0,3223366.3,6.2,82.2,82.3,176.1,6164675.6,6173854.9,1670052.4,489464.3,467144.5,489464.4
21294061,AKAM - 312 East 30th Street,1-00935-0053,1069566,312 East 30th Street,New York,10016,19,50,100.9,104.4,80.0,4826521.9,4991831.7,12.8,185.3,185.9,146.8,8861977.8,8891995.0,2168074.2,635426.1,611383.6,635426.2
4952710,AKAM - 78-11 35th Avenue,4-01265-0033,4029135,78-11 35th Avenue,Queens,11372,78,50,63.1,69.0,78.1,4785008.4,5236267.3,2.7,82.6,88.5,102.3,6266774.0,6709296.0,710008.7,208091.6,202849.7,208091.6
4951961,AKAM - 201 East 36th Street,1-00917-7501,1020214,201 East 36th Street,New York,10016,12,50,148.6,148.0,105.6,16829822.3,16766656.0,12.9,230.3,228.7,163.6,26081111.0,25904245.5,5064809.7,1484410.6,1465897.6,1484411.0
6292396,ZARA - Jamaica Seven - III LLC,4-09693-0038,4207098,88-18 150 Street,Queens,11435,21,50,100.8,105.9,82.5,2798893.7,2939541.6,3.5,126.6,132.0,103.6,3516152.3,3664343.0,329893.6,96686.3,96771.8,96686.3
10894234,Progressive - 2930 West 30th Street,3-07050-0001,3321834,2930 West 30th Street,Brooklyn,11224,57,50,99.8,108.1,104.7,36394361.1,39396845.3,4.7,134.1,141.3,140.7,48879040.2,51510963.1,6094263.4,1786126.2,1698923.8,1786126.0
5864825,AKAM - 240 East 35th Street,1-00915-0038,1020163,240 East 35th Street,New York,10016,72,50,93.5,100.4,109.2,8751819.0,9396988.1,4.6,126.6,133.0,147.9,11849767.7,12450518.3,1520204.5,445546.4,432704.8,445546.4
2681750,DEPM 1660 - 139 East 33rd St,1-00889-0015,1018492,139 East 33rd Street,New York,10016,58,50,97.1,104.7,102.4,14441733.5,15576489.3,5.8,135.2,141.7,142.5,20103933.4,21070609.8,3051022.2,894203.4,864825.1,894203.5
4401430,"451 Broome Street, New York",1-00474-0029,1007047,"451 Broome Street, New York",Manhattan,10013,81,50,70.4,77.4,90.9,5616435.6,6171893.4,4.6,99.1,106.2,128.0,7907556.1,8468568.4,1247688.6,365676.6,365676.6,365676.6
2694305,DEPM 2318 - 375 Riverside Dr,1-01893-0035,1057313,375 Riverside Drive,New York,10025,78,50,66.0,70.3,81.5,9949919.7,10586444.9,3.2,88.9,92.9,109.7,13397766.3,14001753.7,1685914.7,494113.3,483333.8,494113.3
7530287,SW - 532 East 79th Street,1-01490-0030,1046420,532 East 79th Street,New York,10075,100,50,16.8,16.3,65.4,753902.0,731929.2,4.3,44.0,42.6,171.6,1978205.3,1916681.3,678061.8,198728.5,192288.7,198728.5
6292389,ZARA - 88-15 144 St LLC,4-09686-0010,4206966,88-15 144th Street,Queens,11435,82,50,81.4,84.4,103.8,3059636.6,3175560.5,4.0,109.8,112.8,140.1,4129857.4,4241566.6,524136.5,153615.6,151939.0,153615.6
6282734,Leor: 2408-12 Amsterdam Associates,1-02152-0048,1063604,2408-12 Amsterdam Ave,New York,10033,77,50,38.4,38.8,58.5,1316112.3,1329981.8,10.2,101.3,101.8,154.1,3469502.6,3484065.6,1192905.5,349620.6,349620.6,349620.6
6292401,ZARA - 164 -03 LLC,4-09814-0001,4210050,164-03 89th Avenue,Queens,11432,20,50,89.3,93.6,72.5,3830939.2,4014932.1,5.8,128.3,132.8,104.2,5502879.5,5696072.1,845939.1,247930.5,247930.5,247930.6
15568368,AKAM - 130 Bradhurst Avenue,1-02045-7503,1087741,130 Bradhurst Avenue,New York,10039,87,50,58.3,61.1,79.7,11181833.4,11732643.9,4.3,87.7,90.1,120.0,16833647.5,17296854.8,2910127.1,852909.4,833625.5,852909.5
5864817,AKAM - 1485 Pacific Street,3-01203-0044,3397030,1485 Pacific Street,Brooklyn,11216,25,50,64.3,65.5,49.8,12409264.7,12646527.3,16.3,164.6,165.9,127.4,31762191.1,32011316.8,10704264.7,3137240.2,3137240.2,3137241.0
2672525,DEPM 2590 - 21 Astor Pl,1-00545-7503,1008807,21 Astor Place,New York,10003,6,50,82.3,85.5,55.6,8226650.5,8545927.7,12.4,161.9,163.5,109.4,16192164.3,16352883.4,4316675.0,1265144.9,1235916.7,1265145.0
2803994,SW - 250 East 63rd Street,1-01417-0028,1043845,250 East 63rd Street,New York,10065,39,50,101.1,100.5,93.4,21099543.8,20981855.2,7.9,151.2,149.6,139.7,31567467.2,31237939.1,5716692.4,1675466.5,1640973.9,1675467.0
2681886,DEPM 1122 - 335 East 51st St,1-01344-7501,1039682,335 East 51st Street,New York,10022,65,50,102.9,110.7,114.6,5157044.2,5546307.5,5.4,138.3,144.6,154.1,6931181.3,7243844.0,959892.2,281328.3,268148.8,281328.3
2668287,SW - 33-24 Parsons Blvd,4-04981-0050,4112563,33-24 Parsons Boulevard,Queens,11354,68,50,76.1,80.3,86.0,8191946.2,8643799.0,4.3,106.6,110.0,120.6,11483191.4,11849229.1,1646656.0,482607.2,464451.5,482607.3
21311497,AKAM - Campus - TV3,3-07274-0060;3-07274-0015;3-07274-0001,3196586;3196581;3196580,2915 West 5th Street / 440 Neptune Avenue,Brooklyn,11224,71,50,78.1,84.2,90.7,136039226.2,146581173.8,3.9,106.8,111.7,123.9,185954870.0,194502366.9,24636390.0,7220512.0,6798212.9,7220513.0
4945589,AKAM - WVH 141 Barrow Street,1-00603-0001,1083158;1083159;1083160;1083161;1083162;1083163;1083164;1083165;1083166;1083167;1083168;1083169;1083170;1083171;1083172;1083173;1083174;1083175,141 Barrow Street,New York,10014,63,50,37.8,40.0,41.5,8162135.3,8629709.3,11.7,105.9,111.9,116.2,22853978.9,24163185.9,8162135.3,2392184.7,2529222.8,2392185.0
4940493,ZARA - 90-36 149 Street,4-09678-0112,4206814,90-36 149 Street,Jamaica,11435,39,50,83.1,86.3,77.8,9183798.4,9542103.8,6.0,123.7,126.6,115.7,13668685.9,13994748.9,2300398.7,674208.2,665808.0,674208.3
12051240,Stellar - 3430 Broadway,1-02071-0061,1061751,3430 Broadway,New York,10031,24,50,97.0,104.6,81.3,7059309.2,7611542.9,6.8,143.3,150.1,120.1,10429547.7,10921615.2,1728887.5,506707.9,492007.2,506707.9
15971410,(6022) - Extra Building 94-30 60 Ave,4-01913-7501,4047305,94-30 60 Ave,Queens,11373,100,50,1.4,1.4,38.1,1013020.0,979823.3,0.4,4.1,3.9,106.5,2836456.0,2743505.2,1013020.0,296899.1,287169.7,296899.2
5876479,DEPM 2548 - 61 Jane Street,1-00626-0012,1011645,61 Jane Street,New York,10014,89,50,65.9,70.6,91.5,17635955.4,18889318.2,4.3,95.9,99.7,133.0,25646430.8,26678950.5,4073530.1,1193883.2,1146401.9,1193883.0
4940490,ZARA - 166-33 89 Avenue,4-09817-0030,4210075,166-33 89 Avenue,Jamaica,11432,45,50,94.4,98.7,91.6,9381167.8,9804546.3,5.8,134.2,138.1,130.2,13333019.4,13721969.7,1990167.5,583284.7,573973.5,583284.7
18305201,510 Gates Avenue,3-01814-0023,3051169,510 Gates Avenue,Brooklyn,11216,100,50,21.6,23.6,196.8,710498.7,777085.8,3.0,40.8,43.0,371.9,1342771.3,1412687.8,340998.7,99941.0,99941.0,99941.0
6694543,AKAM - 7 Gramercy Park,1-00876-7501,1017964,7 Gramercy Park,New York,10003,56,50,74.4,79.9,78.1,3182986.8,3421350.6,6.6,126.7,132.0,133.1,5423202.3,5650928.6,1000083.5,293107.7,282289.4,293107.7
2673499,DEPM 1480 - 220 East 57th St,1-01330-0038,1038594,220 East 57th Street,New York,10022,62,50,82.9,82.7,90.5,9942983.1,9928029.3,4.7,125.5,124.6,137.1,15056887.2,14957052.6,1957507.3,573712.5,558691.9,573712.6
6667538,AKAM - 9 Barrow Street,1-00590-7502,1076078,9 Barrow Street,New York,10014,59,50,56.0,57.6,59.7,5487614.5,5643488.4,8.6,110.2,111.9,117.4,10797766.3,10961434.0,2877583.5,843371.4,843371.4,843371.5
20662111,DEPM 1824 - 13 West 13th Street,1-00577-0030,1009714,13 West 13th Street,New York,10011,85,50,53.5,55.6,71.8,5475963.0,5696904.7,5.2,88.5,89.5,118.8,9061138.8,9167577.8,1892215.8,554576.7,533550.1,554576.7
4952396,AKAM - 50 Sutton Place South,1-01366-0025,1040353,50 Sutton Place South,New York,10022,66,50,66.8,73.3,74.7,21370591.9,23431085.2,4.1,93.7,99.2,104.7,29952851.7,31704703.7,4668305.0,1368201.8,1314254.2,1368202.0
3119250,AKAM - 1212 Fifth Avenue,1-01607-7502,1051490,1212 Fifth Avenue,New York,10029,98,50,29.9,30.7,53.3,3378562.2,3472517.1,5.9,66.4,67.3,118.4,7510304.4,7608957.0,2264465.2,663676.7,663676.7,663676.8
3119250,AKAM - 1212 Fifth Avenue,1-01607-7502,1051490,1212 Fifth Avenue,New York,10029,98,50,29.9,30.7,53.3,3378562.2,3472517.1,5.9,66.4,67.3,118.4,7510304.4,7608957.0,2264465.2,663676.7,663676.7,663676.8
6602657,DEPM 2522 - 929 Park Avenue,1-01509-0071,1047540,929 Park Avenue,New York,10021,78,50,61.4,66.3,76.0,2919408.9,3154055.3,4.0,89.0,93.4,110.2,4231475.1,4439950.2,666340.4,195293.2,188945.2,195293.2
18305197,1325 Jerome Avenue,2-02856-0053,2129224,1325 Jerome Avenue,Bronx,10452,100,50,13.1,13.1,50.2,2447312.0,2447312.0,3.7,36.0,36.0,138.2,6730769.6,6730769.6,2377766.9,696883.5,696883.5,696883.6
6666494,DEPM 2016 - 444 East 52nd Street,1-01363-0027,1040141,444 East 52nd Street,New York,10022,89,50,57.0,61.5,79.4,4197945.3,4523533.9,3.3,78.3,82.4,108.9,5762370.3,6062449.7,849419.0,248950.4,244227.5,248950.5
2669097,SW - 65 Hillside Ave,1-02170-0134,1064068,65 Hillside Avenue,New York,10040,45,50,88.9,95.5,86.0,4989160.9,5358993.4,3.6,115.6,121.7,111.9,6488195.3,6830953.7,714043.6,209274.2,201643.0,209274.2
3111799,DEPM 2584 - 40 East 80th St,1-01491-0048,1046451,40 East 80th Street,New York,10075,37,50,59.7,62.3,54.9,6651163.8,6941787.9,10.7,130.2,133.3,119.6,14494276.9,14843909.7,4076117.0,1194641.4,1194641.4,1194642.0
2667225,SW - 27-10 30th Ave,4-00576-0036,4006916,27-10 30th Avenue,Queens,11102,61,50,97.1,103.8,104.7,4484619.5,4795053.3,4.7,131.5,137.4,141.7,6072257.3,6342421.6,779089.6,228338.1,218994.4,228338.1
15568370,AKAM - 2400 Johnson Avenue,2-05716-0362,2083244,2400 Johnson Avenue,Bronx,10463,41,50,99.7,108.6,94.8,14156935.8,15414125.1,4.4,132.4,140.5,125.9,18794208.7,19947884.9,2245386.3,658085.0,630221.6,658085.1
2665431,Stellar - 3513-15 Broadway,1-02090-0036,1062362,3513-15 Broadway,New York,10031,54,50,101.0,109.0,103.9,9006419.3,9721541.6,5.8,141.3,148.8,145.3,12600228.0,13272311.4,1796278.7,526459.1,513262.8,526459.2
10894164,Progressive - 1101 Forbell Street,3-04571-0001,3350152,1101 Forbell Street,Brooklyn,11208,54,50,72.8,75.6,74.8,2750452.6,2853919.9,6.0,112.2,114.9,115.2,4235917.2,4339787.0,770252.6,225748.1,224949.1,225748.1
3108358,DEPM 1450 - 345 East 86th St,1-01549-0018,1050030,345 East 86th Street,New York,10028,52,50,68.7,72.9,69.6,10696226.1,11361997.3,5.1,103.7,107.1,105.1,16147277.2,16685259.9,2809279.9,823352.7,796376.2,823352.8
11985435,DEPM 1830 - 160 Leroy Street,1-00601-7503,1090584,160 Leroy Street,New York,10014,52,50,72.1,75.8,73.4,13472502.0,14169687.8,11.3,142.8,146.8,145.6,26706446.9,27438492.0,7177325.6,2103553.6,2103553.6,2103554.0
2679416,DEPM 2472 - 184 Thompson St,1-00525-7506,1008266,184 Thompson Street,New York,10012,37,50,112.1,116.2,102.8,11054165.9,11459760.7,5.8,152.7,156.2,140.1,15060335.3,15404933.0,1995155.8,584746.6,571134.7,584746.7
15568372,AKAM - 3850 Hudson Manor Terrace,2-05919-0460,2091927,3850 Hudson Manor Terrace,Bronx,10463,84,50,65.6,70.1,85.5,11675426.0,12484365.8,3.5,90.5,94.5,118.1,16115217.9,16817831.8,2203440.3,645791.3,621210.4,645791.4
2672587,DEPM 2404 - 136 East 56th St,1-01310-0059,1036528,136 East 56th Street,New York,10028,19,50,81.1,81.6,64.3,15242649.6,15333379.3,8.3,142.0,142.6,112.7,26693824.8,26802976.3,5304129.2,1554551.2,1554551.2,1554551.0
4040426,DEPM 1220 - 2 Fifth Avenue,1-00551-0001,1008850,2 Fifth Avenue,New York,10011,78,50,62.3,67.4,77.2,30130764.9,32595655.1,4.0,88.4,92.8,109.5,42729257.7,44873791.0,6857221.8,2009736.5,1953056.0,2009737.0
4949677,AKAM - 7-11 East 13th Street,1-00571-7501,1009403;1083135,7-11 East 13th Street,New York,10003,61,50,67.8,73.8,74.7,5374280.0,5844203.4,6.3,108.8,115.0,119.9,8620407.9,9113827.5,1701379.4,498645.7,498645.7,498645.8
2674043,DEPM 1592 - 101 Central Park West,1-01123-0029,1028564,101 Central Park West,New York,10023,85,50,63.3,67.5,83.7,26583882.4,28332589.0,5.0,96.8,100.6,128.0,40669901.6,42249766.5,7289614.3,2136463.5,2093543.2,2136464.0
6667521,AKAM - 15 West 72nd Street,1-01125-0024,1028636,15 West 72nd Street,New York,10023,59,50,82.0,82.0,87.1,55286845.6,55283354.1,4.7,114.5,113.9,121.6,77196199.0,76803164.1,10940006.4,3206332.1,3141122.1,3206332.0
2666538,SW - 139-55 35th,4-04994-0078,4112965,139-55 35th Avenue,Queens,11354,32,50,117.4,126.5,104.8,7472364.3,8053139.0,4.7,152.1,160.9,135.7,9680185.5,10240223.9,1048116.0,307185.2,298849.0,307185.2
2681886,DEPM 1122 - 335 East 51st St,1-01344-7501,1039682,335 East 51st Street,New York,10022,65,50,102.9,110.7,114.6,5157044.2,5546307.5,5.4,138.3,144.6,154.1,6931181.3,7243844.0,959892.2,281328.3,268148.8,281328.3
6616070,SW - 134 West 58th Street,1-01010-0046,1023735,134 West 58th Street,New York,10019,86,50,88.2,95.8,118.0,5488902.2,5958381.4,4.0,116.4,124.3,155.6,7240822.7,7733775.8,844271.6,247441.8,247441.8,247441.9
2595904,"Tee-Lex Operating, Inc.",1-00892-0020,1018952,288 Lexington Ave.,New York,10016,70,50,89.2,88.9,103.1,5797791.1,5778143.5,4.8,120.0,119.1,138.8,7801734.9,7740699.1,1083916.8,317677.8,310910.8,317677.9
4407516,SW - 49-15 Skillman Avenue,4-00132-0067,4001048,49-15 Skillman Avenue,Queens,11377,45,50,109.6,117.9,106.1,8362914.3,8996603.2,4.2,141.4,149.1,136.9,10789936.6,11376629.1,1147929.5,336438.8,323261.7,336438.9
4951961,AKAM - 201 East 36th Street,1-00917-7501,1020214,201 East 36th Street,New York,10016,12,50,148.6,148.0,105.6,16829822.3,16766656.0,12.9,230.3,228.7,163.6,26081111.0,25904245.5,5064809.7,1484410.6,1465897.6,1484411.0
2666560,SW - 142-02 84th Dr,4-09712-0161,4207733,142-02 84th Drive,Queens,11370,67,50,99.0,105.9,111.0,5655094.0,6048908.9,4.8,133.3,139.7,149.4,7615197.4,7977731.6,964793.6,282764.8,274228.3,282764.8
6671379,Renaissance Realty - 527 Lincoln Place,3011780067,3029607,527 Lincoln Place,Brooklyn,11238,21,50,97.2,102.2,79.4,2602206.2,2736196.6,7.9,151.1,154.5,123.4,4047094.7,4137141.4,751301.8,220193.9,211712.4,220194.0
4945798,AKAM - Hilltop Village 2,4-10535-0010,4434606;4434607,87-15 204th Street / 87-40 Francis Lewis Boulevard,Queens,11427,48,50,80.1,84.4,79.4,17284057.3,18214517.6,4.3,110.2,114.5,109.3,23785635.4,24704862.2,3221357.2,944125.7,934452.9,944125.8
4951912,AKAM - 16 West 16th Street,1-00817-0029,1078651,16 West 16th Street,New York,10011,80,50,68.1,73.4,85.7,30290764.6,32645896.3,3.8,95.0,99.5,119.5,42238714.8,44261470.1,5961949.7,1747347.3,1671960.8,1747347.0
2668691,SW - 37-07 147th St,4-05016-0011,4113526,37-07 147th Street,Queens,11354,63,50,90.9,96.3,99.0,6617303.5,7004864.7,4.6,123.7,128.4,134.7,9003560.6,9343865.3,1174509.7,344229.1,333069.4,344229.1
6667525,AKAM - 58 West 58th Street,1-01273-7501,1035078,58 West 58th Street,New York,10019,21,50,96.8,98.4,78.5,22407632.6,22787058.9,5.5,146.6,148.6,118.8,33936501.5,34392966.9,4381282.7,1284080.4,1284080.4,1284081.0
6896695,935 Kelly Street,2-02703-0018,2005453,935 Kelly Street,Bronx,10459,89,50,43.4,42.6,61.0,1288762.6,1265829.4,9.4,103.6,100.8,145.7,3076202.5,2993483.9,984572.4,288561.6,278741.1,288561.7
2666590,SW - 142-148 Laurel Hill,1-02149-0112,1063589,142-148 Laurel Hill Terrace,New York,10040,35,50,93.3,99.0,85.0,7472261.9,7931261.8,4.3,124.4,129.3,113.4,9969223.0,10361059.7,1213341.7,355610.1,340518.3,355610.1
2704799,DEPM 2160 - 229 West 78th St,1-01170-0012,1079386;1079387,229 West 78th Street,New York,10024,91,50,61.0,64.3,89.3,13511421.2,14255729.6,4.2,89.8,92.8,131.6,19897876.6,20566095.5,3263362.5,956436.7,937460.9,956436.8
5864829,AKAM - 255 East 49th Street,1-01323-7501,1038254,255 East 49th Street,New York,10017,56,50,79.9,86.1,83.3,14464295.8,15592616.9,7.5,126.4,132.7,131.8,22878531.4,24019854.5,4606073.7,1349962.8,1349962.8,1349963.0
2665629,Stellar - 32-02 Skillman Ave,4-00245-0009,4003434,32-02 Skillman Avenue,Queens,11101,84,50,63.5,67.0,110.3,19108175.2,20172006.7,6.7,106.8,110.5,185.6,32151133.4,33268156.5,6907171.1,2024375.8,2024375.8,2024376.0
4952014,AKAM - 50 Central Park West,1-01117-0036,1028138,50 Central Park West,New York,10023,70,50,65.0,70.3,74.6,8604893.9,9307055.2,4.2,94.1,98.8,108.0,12460558.6,13080821.5,1957382.9,573676.0,554080.2,573676.1
2665452,Stellar - 105 Haven Avenue,1-02139-0187,1063418,105 Haven Avenue,New York,10032,65,50,86.4,92.5,95.7,5060392.3,5420045.0,3.7,113.9,119.3,126.1,6669673.3,6990503.1,775006.5,227141.4,217627.8,227141.4
3111720,DEPM 3200 - 1 Sutton Place South,1-01372-0002,1040723,1 Sutton Place South,New York,10022,56,50,81.2,86.7,84.5,15692048.7,16769349.7,8.5,136.1,142.0,141.7,26325128.4,27456294.4,5627701.3,1649384.7,1649384.7,1649385.0
4951990,AKAM - 350 West 53rd Street,1-01043-7503,1025247;1025248,350 West 53rd Street,New York,10019,7,50,99.5,104.3,68.8,5234461.7,5485295.6,12.6,179.4,184.4,124.0,9438465.5,9701841.0,2252731.8,660237.8,660237.8,660237.9
15569106,DEPM 1348 - 25 Broad Street,1-00025-7502,1000824,25 Broad Street,New York,10004,42,50,59.3,60.0,56.4,25696797.2,26016688.9,9.0,120.7,120.6,114.7,52306801.8,52257671.9,13554951.9,3972728.7,3893083.5,3972729.0
2665901,Stonehenge - 20 Park Avenue,1-00865-0032,1017126,20 Park Avenue,New York,10016,49,50,93.5,101.7,93.0,8834493.2,9601250.8,4.3,121.5,128.9,120.8,11474007.8,12175061.7,1421110.3,416503.5,404490.2,416503.6
4952617,AKAM - 390 Riverside Drive,1-01894-0031,1057323,390 Riverside Drive,New York,10025,95,50,52.1,56.2,80.9,8745406.6,9429634.6,2.3,69.0,72.9,107.1,11573342.4,12232896.2,1366094.6,400379.4,390517.4,400379.4
3113806,DEPM 2360 - 27 East 65th St,1-01380-0023,1041128,27 East 65th Street,New York,10065,17,50,78.9,77.9,62.2,12065851.9,11901313.6,5.4,123.4,121.4,97.2,18866992.7,18562237.5,2867795.4,840502.7,820900.5,840502.8
2668691,SW - 37-07 147th St,4-05016-0011,4113526,37-07 147th Street,Queens,11354,63,50,90.9,96.3,99.0,6617303.5,7004864.7,4.6,123.7,128.4,134.7,9003560.6,9343865.3,1174509.7,344229.1,333069.4,344229.1
5853716,Stonehenge - 210 West 70th Street,1-01158-0038,1030350,210 West 70th Street,New York,10023,74,50,71.0,75.8,85.3,12658295.6,13513273.2,5.0,104.7,109.3,125.8,18666451.8,19483597.3,3071566.5,900224.5,886729.1,900224.7
2675782,DEPM 1164 - 1111 Park Ave,1-01518-0069,1048136,1111 Park Avenue,New York,10128,94,50,51.8,56.2,79.4,10718825.7,11620198.1,4.0,78.5,83.0,120.1,16225936.6,17172377.7,2840668.4,832552.2,832552.2,832552.3
10894224,Progressive - 1434 Ogden Avenue,2-02522-0070,2113099,1434 Ogden Avenue,Bronx,10452,44,50,86.3,89.3,83.2,9010964.1,9324921.6,8.0,139.7,141.6,134.6,14585562.0,14783958.2,2928028.4,858155.9,836173.1,858156.0
2677039,Stellar - 320-22 East 52nd St,1-01344-0041,1039666,320-22 East 52nd Street,New York,10022,86,50,49.1,50.2,66.4,4507989.7,4611978.3,6.7,91.6,92.8,124.0,8414424.8,8523612.9,2103449.0,616485.6,616485.6,616485.6
6616070,SW - 134 West 58th Street,1-01010-0046,1023735,134 West 58th Street,New York,10019,86,50,88.2,95.8,118.0,5488902.2,5958381.4,4.0,116.4,124.3,155.6,7240822.7,7733775.8,844271.6,247441.8,247441.8,247441.9
